county,state,fips,cases,deaths,date,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,CBSA_NAME,STATE,FIPS Code,COUNTY
Montgomery,New York,36057.0,3,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Montgomery,New York,36057.0,3,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Nassau,New York,36059.0,1900,7,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Nassau,New York,36059.0,1900,7,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Nassau,New York,36059.0,1900,7,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Nassau,New York,36059.0,1900,7,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Nassau,New York,36059.0,1900,7,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Nassau,New York,36059.0,1900,7,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Nassau,New York,36059.0,1900,7,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Nassau,New York,36059.0,1900,7,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
New York City,New York,,9045,99,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
New York City,New York,,9045,99,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
New York City,New York,,9045,99,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
New York City,New York,,9045,99,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
New York City,New York,,9045,99,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
New York City,New York,,9045,99,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
New York City,New York,,9045,99,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
New York City,New York,,9045,99,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Niagara,New York,36063.0,6,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Niagara,New York,36063.0,6,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Niagara,New York,36063.0,6,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Niagara,New York,36063.0,6,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Niagara,New York,36063.0,6,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Niagara,New York,36063.0,6,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Niagara,New York,36063.0,6,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Niagara,New York,36063.0,6,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Oneida,New York,36065.0,5,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Oneida,New York,36065.0,5,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Oneida,New York,36065.0,5,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Oneida,New York,36065.0,5,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Oneida,New York,36065.0,5,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Oneida,New York,36065.0,5,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Oneida,New York,36065.0,5,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Oneida,New York,36065.0,5,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Onondaga,New York,36067.0,29,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Onondaga,New York,36067.0,29,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Onondaga,New York,36067.0,29,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Onondaga,New York,36067.0,29,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Onondaga,New York,36067.0,29,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Onondaga,New York,36067.0,29,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Onondaga,New York,36067.0,29,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Onondaga,New York,36067.0,29,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Ontario,New York,36069.0,6,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Ontario,New York,36069.0,6,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Ontario,New York,36069.0,6,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Ontario,New York,36069.0,6,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Ontario,New York,36069.0,6,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Ontario,New York,36069.0,6,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Ontario,New York,36069.0,6,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Ontario,New York,36069.0,6,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Orange,New York,36071.0,247,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Orange,New York,36071.0,247,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Orange,New York,36071.0,247,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Orange,New York,36071.0,247,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Orange,New York,36071.0,247,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Orange,New York,36071.0,247,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Orange,New York,36071.0,247,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Orange,New York,36071.0,247,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Putnam,New York,36079.0,37,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Putnam,New York,36079.0,37,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Putnam,New York,36079.0,37,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Putnam,New York,36079.0,37,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Putnam,New York,36079.0,37,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Putnam,New York,36079.0,37,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Putnam,New York,36079.0,37,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Putnam,New York,36079.0,37,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Rensselaer,New York,36083.0,26,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Rensselaer,New York,36083.0,26,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Rensselaer,New York,36083.0,26,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Rensselaer,New York,36083.0,26,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Rensselaer,New York,36083.0,26,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Rensselaer,New York,36083.0,26,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Rensselaer,New York,36083.0,26,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Rensselaer,New York,36083.0,26,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Rockland,New York,36087.0,455,3,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Rockland,New York,36087.0,455,3,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Rockland,New York,36087.0,455,3,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Rockland,New York,36087.0,455,3,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Rockland,New York,36087.0,455,3,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Rockland,New York,36087.0,455,3,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Rockland,New York,36087.0,455,3,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Rockland,New York,36087.0,455,3,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Saratoga,New York,36091.0,41,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Saratoga,New York,36091.0,41,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Saratoga,New York,36091.0,41,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Saratoga,New York,36091.0,41,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Saratoga,New York,36091.0,41,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Saratoga,New York,36091.0,41,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Saratoga,New York,36091.0,41,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Saratoga,New York,36091.0,41,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Schenectady,New York,36093.0,39,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Schenectady,New York,36093.0,39,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Schenectady,New York,36093.0,39,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Schenectady,New York,36093.0,39,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Schenectady,New York,36093.0,39,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Schenectady,New York,36093.0,39,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Schenectady,New York,36093.0,39,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Schenectady,New York,36093.0,39,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Schoharie,New York,36095.0,1,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Schoharie,New York,36095.0,1,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Schoharie,New York,36095.0,1,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Schoharie,New York,36095.0,1,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Schoharie,New York,36095.0,1,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Schoharie,New York,36095.0,1,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Schoharie,New York,36095.0,1,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Schoharie,New York,36095.0,1,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
St. Lawrence,New York,36089.0,1,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
St. Lawrence,New York,36089.0,1,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
St. Lawrence,New York,36089.0,1,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
St. Lawrence,New York,36089.0,1,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
St. Lawrence,New York,36089.0,1,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
St. Lawrence,New York,36089.0,1,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
St. Lawrence,New York,36089.0,1,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
St. Lawrence,New York,36089.0,1,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Steuben,New York,36101.0,3,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Steuben,New York,36101.0,3,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Steuben,New York,36101.0,3,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Steuben,New York,36101.0,3,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Steuben,New York,36101.0,3,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Steuben,New York,36101.0,3,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Steuben,New York,36101.0,3,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Steuben,New York,36101.0,3,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Suffolk,New York,36103.0,1034,12,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Suffolk,New York,36103.0,1034,12,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Suffolk,New York,36103.0,1034,12,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Suffolk,New York,36103.0,1034,12,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Suffolk,New York,36103.0,1034,12,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Suffolk,New York,36103.0,1034,12,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Suffolk,New York,36103.0,1034,12,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Suffolk,New York,36103.0,1034,12,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Sullivan,New York,36105.0,16,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Sullivan,New York,36105.0,16,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Sullivan,New York,36105.0,16,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Sullivan,New York,36105.0,16,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Sullivan,New York,36105.0,16,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Sullivan,New York,36105.0,16,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Sullivan,New York,36105.0,16,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Sullivan,New York,36105.0,16,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Tioga,New York,36107.0,1,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Tioga,New York,36107.0,1,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Tioga,New York,36107.0,1,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Tioga,New York,36107.0,1,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Tioga,New York,36107.0,1,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Tioga,New York,36107.0,1,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Tioga,New York,36107.0,1,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Tioga,New York,36107.0,1,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Tompkins,New York,36109.0,13,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Tompkins,New York,36109.0,13,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Tompkins,New York,36109.0,13,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Tompkins,New York,36109.0,13,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Tompkins,New York,36109.0,13,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Tompkins,New York,36109.0,13,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Tompkins,New York,36109.0,13,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Tompkins,New York,36109.0,13,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Ulster,New York,36111.0,26,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Ulster,New York,36111.0,26,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Ulster,New York,36111.0,26,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Ulster,New York,36111.0,26,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Ulster,New York,36111.0,26,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Ulster,New York,36111.0,26,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Ulster,New York,36111.0,26,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Ulster,New York,36111.0,26,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Warren,New York,36113.0,1,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Warren,New York,36113.0,1,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Warren,New York,36113.0,1,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Warren,New York,36113.0,1,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Warren,New York,36113.0,1,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Warren,New York,36113.0,1,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Warren,New York,36113.0,1,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Warren,New York,36113.0,1,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Washington,New York,36115.0,1,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Washington,New York,36115.0,1,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Washington,New York,36115.0,1,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Washington,New York,36115.0,1,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Washington,New York,36115.0,1,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Washington,New York,36115.0,1,0,03/22/2020,3.1,ug/m3 LC,13,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Washington,New York,36115.0,1,0,03/22/2020,6.1,ug/m3 LC,25,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Washington,New York,36115.0,1,0,03/22/2020,5.6,ug/m3 LC,23,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Wayne,New York,36117.0,3,0,03/22/2020,4.9,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Wayne,New York,36117.0,3,0,03/22/2020,4.5,ug/m3 LC,19,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Wayne,New York,36117.0,3,0,03/22/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Wayne,New York,36117.0,3,0,03/22/2020,5.0,ug/m3 LC,21,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Wayne,New York,36117.0,3,0,03/22/2020,6.5,ug/m3 LC,27,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
